,experience_level,employment_type,employee_residence,remote_ratio,company_location,company_size,job_category,adjusted_salary,salary_range
2140,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,41152.512,low
2141,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,226845.0,Top
2142,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,161880.0,high
2143,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,149100.0,high
2144,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,127800.0,mid
2145,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,117150.0,mid
2146,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,74550.0,low
2147,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Other,241968.0,Top
2148,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Other,178920.0,high
2149,Entry level,Full-time,Oceania,On-Site,Oceania,MEDIUM,Data Science,22301.1,low
2150,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,69729.92,low
2151,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,66300.54400000001,low
2152,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,258795.0,Top
2153,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,194895.0,Top
2154,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,186375.0,Top
2155,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,159750.0,high
2156,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,138450.0,mid
2157,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,95850.0,low
2158,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,175725.0,high
2159,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,132060.0,mid
2160,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,189570.0,Top
2161,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,140580.0,high
2162,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,319500.0,Top
2163,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,138450.0,mid
2164,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,179985.0,high
2165,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,117789.0,mid
2166,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,123540.0,mid
2167,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,102240.0,mid
2168,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,100476.8,mid
2169,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,76362.368,low
2170,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,111825.0,mid
2171,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,74550.0,low
2172,Mid/Intermediate level,Full-time,North America,Half-Remote,North America,LARGE,Other,114496.76800000001,mid
2173,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,206610.0,Top
2174,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,137811.0,mid
2175,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Architecture,202350.0,Top
2176,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Architecture,143775.0,high
2177,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,106500.0,mid
2178,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,74550.0,low
2179,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,202083.75,Top
2180,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,149366.25,high
2181,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,138450.0,mid
2182,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,106500.0,mid
2183,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,170400.0,high
2184,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,116085.0,mid
2185,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,266250.0,Top
2186,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,159750.0,high
2187,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,219390.0,Top
2188,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,170400.0,high
2189,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,143775.0,high
2190,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,127800.0,mid
2191,Senior,Full-time,Europe,Full-Remote,Europe,MEDIUM,Machine Learning,125743.42400000001,mid
2192,Senior,Full-time,Europe,Full-Remote,Europe,MEDIUM,Machine Learning,80018.04800000001,low
2193,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,170400.0,high
2194,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,143775.0,high
2195,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,159750.0,high
2196,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,106500.0,mid
2197,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,127800.0,mid
2198,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,101175.0,mid
2199,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,74302.784,low
2200,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,45724.288,low
2201,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,203628.0,Top
2202,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,138450.0,mid
2203,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,203628.0,Top
2204,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,138450.0,mid
2205,Entry level,Full-time,Europe,Half-Remote,Europe,LARGE,Other,72016.89600000001,low
2206,Entry level,Full-time,North America,Full-Remote,North America,SMALL,Data Science,53250.0,low
2207,Senior,Full-time,North America,On-Site,North America,LARGE,Data Engineering,244950.0,Top
2208,Senior,Full-time,North America,On-Site,North America,LARGE,Data Engineering,164649.0,high
2209,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,127800.0,mid
2210,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,101175.0,mid
2211,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,149100.0,high
2212,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,127800.0,mid
2213,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,179985.0,high
2214,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,117789.0,mid
2215,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,LARGE,Data Engineering,85200.0,low
2216,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,197983.5,Top
2217,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,137704.5,mid
2218,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,143775.0,high
2219,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,117150.0,mid
2220,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Management,165075.0,high
2221,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Management,149100.0,high
2222,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,218325.0,Top
2223,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,159750.0,high
2224,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,191167.5,Top
2225,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,142710.0,high
2226,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Science,191700.0,Top
2227,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Science,127800.0,mid
2228,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,197983.5,Top
2229,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,137704.5,mid
2230,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,186375.0,Top
2231,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,154425.0,high
2232,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Architecture,250275.0,Top
2233,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Architecture,186375.0,Top
2234,Entry level,Full-time,Europe,Half-Remote,Europe,LARGE,Other,29720.896,low
2235,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,170400.0,high
2236,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,95850.0,low
2237,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,74302.784,low
2238,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,40009.024000000005,low
2239,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,154425.0,high
2240,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,122475.0,mid
2241,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Other,175725.0,high
2242,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Other,143775.0,high
2243,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,179346.0,high
2244,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,112038.0,mid
2245,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Other,93777.98400000001,low
2246,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Other,53587.264,low
2247,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,213000.0,Top
2248,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,170400.0,high
2249,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,51440.64000000001,low
2250,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,41152.512,low
2251,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,211722.0,Top
2252,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,130569.0,mid
2253,Entry level,Freelancer,Asia,Full-Remote,Asia,MEDIUM,Machine Learning,106500.0,mid
2254,Mid/Intermediate level,Full-time,Europe,Half-Remote,Europe,MEDIUM,Data Engineering,114311.808,mid
2255,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,138450.0,mid
2256,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,106500.0,mid
2257,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,113873.34400000001,mid
2258,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,80381.44,low
2259,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,133125.0,mid
2260,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,117150.0,mid
2261,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,175725.0,high
2262,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,132060.0,mid
2263,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,157620.0,high
2264,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,113955.0,mid
2265,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,159750.0,high
2266,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,106500.0,mid
2267,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,170400.0,high
2268,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,143775.0,high
2269,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,127800.0,mid
2270,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,101175.0,mid
2271,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,163584.0,high
2272,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,113742.0,mid
2273,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,106500.0,mid
2274,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,69225.0,low
2275,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,127800.0,mid
2276,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,101175.0,mid
2277,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,68587.52,low
2278,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,40009.024000000005,low
2279,Executive level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,330150.0,Top
2280,Executive level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,254535.0,Top
2281,Senior,Full-time,North America,On-Site,North America,MEDIUM,Management,318967.5,Top
2282,Senior,Full-time,North America,On-Site,North America,MEDIUM,Management,261031.5,Top
2283,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,178920.0,high
2284,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,138450.0,mid
2285,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,144840.0,high
2286,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,110760.0,mid
2287,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,171465.0,high
2288,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,125670.0,mid
2289,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,218325.0,Top
2290,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,195960.0,Top
2291,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,197983.5,Top
2292,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,137704.5,mid
2293,Senior,Full-time,North America,On-Site,North America,MEDIUM,Management,263587.5,Top
2294,Senior,Full-time,North America,On-Site,North America,MEDIUM,Management,183393.0,Top
2295,Senior,Full-time,Europe,On-Site,Europe,LARGE,Other,74302.784,low
2296,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,188505.0,Top
